id,fkPreparazione,fkAlimento,quantita,fkTipoQuantita,note,dataInserimento,utenteInserimento,dataCancellazione,utenteCancellazione
2984,447,529.0,0.1,1,,2023-03-09 18:59:10.507000,m.cannarozzo,,
2985,447,518.0,50.0,1,,2023-03-09 18:59:29.807000,m.cannarozzo,,
2986,447,545.0,30.0,1,ALLERGENE,2023-03-27 12:01:03.033000,m.cannarozzo,,
2987,448,529.0,0.1,1,,2023-03-10 16:15:06.453000,m.cannarozzo,,
2988,448,626.0,1.0,1,,2024-04-29 15:47:22.083000,s.diberti,,
2989,494,511.0,100.0,1,ALLERGENE,2023-03-10 19:30:24.777000,m.cannarozzo,,
2990,494,451.0,5.0,1,,2023-03-10 16:16:49.907000,m.cannarozzo,,
2991,494,3.0,3.0,1,ALLERGENE,2024-01-29 11:52:02.917000,f.gallo,,
2992,494,8.0,1.0,1,,2024-01-29 11:51:14.407000,f.gallo,,
2993,494,626.0,0.1,1,,2023-03-10 16:17:34.657000,m.cannarozzo,,
2994,494,188.0,10.0,1,,2023-03-10 16:18:00.067000,m.cannarozzo,,
2995,494,157.0,70.0,1,,2024-01-29 11:50:49.287000,f.gallo,,
2996,447,530.0,0.1,1,,2023-03-10 16:19:17.167000,m.cannarozzo,,
2997,489,163.0,60.0,1,,2024-01-29 11:09:18.907000,f.gallo,,
2998,489,785.0,50.0,1,,2023-03-10 16:20:27.017000,m.cannarozzo,,
2999,489,451.0,5.0,1,,2023-03-10 16:20:43.027000,m.cannarozzo,,
3000,489,188.0,10.0,1,,2023-03-10 16:20:57.333000,m.cannarozzo,,
3001,489,572.0,5.0,1,,2024-01-29 11:05:25.760000,f.gallo,,
3002,449,761.0,130.0,1,,2023-03-10 19:33:39.903000,m.cannarozzo,,
3004,449,759.0,30.0,1,ALLERGENE,2023-03-10 19:34:35.777000,m.cannarozzo,,
3005,449,789.0,0.1,1,ALLERGENE,2023-03-10 19:34:28.623000,m.cannarozzo,,
3006,449,626.0,0.1,1,,2023-03-10 19:34:54.323000,m.cannarozzo,,
3007,449,529.0,0.1,1,,2023-03-10 19:35:01.777000,m.cannarozzo,,
3008,449,188.0,40.0,1,,2023-03-10 19:35:28.133000,m.cannarozzo,,
3009,469,794.0,100.0,1,ALLERGENE,2023-03-10 19:40:12.800000,m.cannarozzo,,
3010,469,506.0,20.0,1,ALLERGENE,2023-03-10 19:38:16.333000,m.cannarozzo,,
3011,469,626.0,0.1,1,,2023-03-10 19:38:27.330000,m.cannarozzo,,
3012,469,529.0,0.1,1,,2023-03-10 19:38:37.400000,m.cannarozzo,,
3013,469,518.0,50.0,1,,2023-03-10 19:38:52.737000,m.cannarozzo,,
3014,469,451.0,5.0,1,,2023-03-10 19:39:16.500000,m.cannarozzo,,
3015,475,511.0,100.0,1,ALLERGENE,2023-03-11 18:06:15.660000,m.cannarozzo,,
3016,475,502.0,30.0,1,ALLERGENE,2023-03-11 18:06:39.810000,m.cannarozzo,,
3017,475,626.0,0.1,1,,2023-03-11 18:08:10.617000,m.cannarozzo,,
3018,475,306.0,20.0,1,,2023-03-11 18:07:54.280000,m.cannarozzo,,
3020,505,507.0,70.0,1,ALLERGENE,2023-03-11 18:51:17.347000,m.cannarozzo,,
3022,505,791.0,50.0,1,ALLERGENE,2023-03-11 18:52:18.733000,m.cannarozzo,,
3023,505,626.0,0.1,1,,2023-03-11 18:52:10.260000,m.cannarozzo,,
3024,505,799.0,50.0,1,,2023-03-11 18:52:36.660000,m.cannarozzo,,
3025,477,831.0,80.0,1,,2023-03-12 17:01:17.337000,m.cannarozzo,,
3027,477,502.0,20.0,1,ALLERGENE,2023-03-12 17:01:58.687000,m.cannarozzo,,
3028,477,665.0,10.0,1,,2023-03-12 17:02:19.593000,m.cannarozzo,,
3029,477,306.0,0.1,1,,2023-03-12 17:03:10.793000,m.cannarozzo,,
3030,507,831.0,80.0,1,,2023-03-12 17:04:14.857000,m.cannarozzo,,
3031,507,791.0,50.0,1,ALLERGENE,2023-03-12 17:04:44.903000,m.cannarozzo,,
3032,507,800.0,50.0,1,,2023-03-12 17:05:03.843000,m.cannarozzo,,
3033,507,451.0,0.1,1,,2023-03-12 17:05:14.107000,m.cannarozzo,,
3034,507,626.0,0.1,1,,2023-03-12 17:05:22.920000,m.cannarozzo,,
3035,507,529.0,0.1,1,,2023-03-12 17:05:31.233000,m.cannarozzo,,
3036,460,511.0,100.0,1,ALLERGENE,2023-03-12 17:08:08.557000,m.cannarozzo,,
3037,460,785.0,80.0,1,,2023-03-12 17:07:14.777000,m.cannarozzo,,
3038,460,479.0,30.0,1,,2023-03-12 17:07:37.763000,m.cannarozzo,,
3039,460,451.0,0.1,1,,2023-03-12 17:07:46.160000,m.cannarozzo,,
3040,460,626.0,0.1,1,,2023-03-12 17:07:53.710000,m.cannarozzo,,
3041,472,258.0,60.0,1,,2023-03-12 17:09:27.197000,m.cannarozzo,,
3042,472,326.0,30.0,1,ALLERGENE,2023-03-12 17:11:08.553000,m.cannarozzo,,
3043,472,291.0,30.0,1,ALLERGENE,2023-03-12 17:11:16.157000,m.cannarozzo,,
3044,472,105.0,10.0,1,ALLERGENE,2023-03-12 17:11:38.243000,m.cannarozzo,,
3045,472,43.0,30.0,1,ALLERGENE,2023-03-12 17:11:23.153000,m.cannarozzo,,
3046,472,451.0,0.1,1,,2023-03-12 17:10:39.863000,m.cannarozzo,,
3047,472,355.0,30.0,1,ALLERGENE,2023-03-12 17:11:30.170000,m.cannarozzo,,
3048,443,608.0,80.0,1,,2023-03-12 17:33:51.450000,m.cannarozzo,,
3049,443,291.0,30.0,1,ALLERGENE,2023-03-12 17:34:52.487000,m.cannarozzo,,
3050,443,43.0,30.0,1,ALLERGENE,2023-03-12 17:35:24.003000,m.cannarozzo,,
3051,443,105.0,10.0,1,ALLERGENE,2023-03-12 17:35:50.887000,m.cannarozzo,,
3052,443,356.0,10.0,1,ALLERGENE,2023-03-12 17:47:26.453000,m.cannarozzo,,
3053,443,326.0,20.0,1,ALLERGENE,2023-03-12 17:47:18.453000,m.cannarozzo,,
3054,443,188.0,10.0,1,,2023-03-12 17:48:24.230000,m.cannarozzo,,
3055,443,789.0,0.1,1,ALLERGENE,2023-03-12 17:48:50.397000,m.cannarozzo,,
3056,501,608.0,80.0,1,,2023-03-12 17:49:53.227000,m.cannarozzo,,
3057,501,142.0,50.0,1,,2023-03-12 17:50:17.123000,m.cannarozzo,,
3058,501,799.0,50.0,1,,2023-03-12 17:50:29.157000,m.cannarozzo,,
3059,501,105.0,10.0,1,ALLERGENE,2023-03-12 17:50:51.543000,m.cannarozzo,,
3060,501,451.0,0.1,1,,2023-03-12 17:51:06.680000,m.cannarozzo,,
3061,501,757.0,5.0,1,ALLERGENE,2023-03-12 17:51:29.357000,m.cannarozzo,,
3062,501,626.0,0.1,1,,2023-03-12 17:51:37.703000,m.cannarozzo,,
3063,501,188.0,10.0,1,,2023-03-12 17:52:45.280000,m.cannarozzo,,
3064,470,608.0,80.0,1,,2023-03-12 17:53:39.597000,m.cannarozzo,,
3065,470,188.0,10.0,1,,2023-03-12 17:53:51.087000,m.cannarozzo,,
3066,470,757.0,5.0,1,ALLERGENE,2023-03-12 17:54:27.003000,m.cannarozzo,,
3067,470,626.0,0.1,1,,2023-03-12 17:54:18.180000,m.cannarozzo,,
3068,470,105.0,0.1,1,ALLERGENE,2023-03-12 17:54:46.437000,m.cannarozzo,,
3069,470,789.0,0.1,1,ALLERGENE,2023-03-12 17:59:45.140000,m.cannarozzo,,
3070,470,241.0,30.0,1,,2023-03-12 18:00:02.033000,m.cannarozzo,,
3071,470,479.0,30.0,1,,2023-03-12 18:00:23.037000,m.cannarozzo,,
3072,503,608.0,80.0,1,,2023-03-12 18:01:18.113000,m.cannarozzo,,
3073,503,757.0,5.0,1,ALLERGENE,2023-03-12 18:01:55.347000,m.cannarozzo,,
3074,503,408.0,20.0,1,,2023-03-12 18:42:12.140000,m.cannarozzo,,
3075,503,590.0,30.0,1,,2023-03-12 18:42:38.273000,m.cannarozzo,,
3076,503,105.0,10.0,1,,2023-03-12 18:42:50.830000,m.cannarozzo,,
3077,503,451.0,0.1,1,,2023-03-12 18:43:00.667000,m.cannarozzo,,
3078,503,626.0,0.1,1,,2023-03-12 18:43:14.240000,m.cannarozzo,,
3079,503,789.0,0.1,1,,2023-03-12 18:43:35.353000,m.cannarozzo,,
3080,474,511.0,80.0,1,ALLERGENE,2023-03-12 18:49:18.560000,m.cannarozzo,,
3081,474,502.0,40.0,1,ALLERGENE,2023-03-12 18:50:20.427000,m.cannarozzo,,
3082,474,576.0,20.0,1,,2023-03-12 18:50:37.553000,m.cannarozzo,,
3084,474,451.0,0.1,1,,2023-03-12 18:51:11.203000,m.cannarozzo,,
3085,402,788.0,20.0,1,,2023-03-22 10:01:54.863000,s.diberti,,
3086,402,146.0,20.0,1,,2023-03-22 10:02:03.357000,s.diberti,,
3087,479,757.0,6.0,1,ALLERGENE,2023-03-27 08:57:01.513000,m.cannarozzo,,
3088,437,757.0,5.0,1,ALLERGENE,2023-03-27 08:59:42.357000,m.cannarozzo,,
3089,489,789.0,0.1,1,ALLERGENE,2023-03-27 09:01:49.647000,m.cannarozzo,,
3090,499,601.0,50.0,1,ALLERGENE,2023-03-27 09:11:07.617000,m.cannarozzo,,
3091,499,794.0,40.0,1,ALLERGENE,2023-03-27 09:11:26.013000,m.cannarozzo,,
3092,499,157.0,40.0,1,,2023-03-27 09:11:43.507000,m.cannarozzo,,
3093,499,506.0,0.1,1,,2023-03-27 09:11:59.600000,m.cannarozzo,,
3094,499,626.0,0.1,1,,2023-03-27 09:12:07.473000,m.cannarozzo,,
3095,499,529.0,0.1,1,,2023-03-27 09:12:14.260000,m.cannarozzo,,
3096,499,803.0,0.1,1,,2023-03-27 09:12:26.657000,m.cannarozzo,,
3097,499,356.0,0.1,1,ALLERGENE,2023-03-27 09:14:28.023000,m.cannarozzo,,
3098,499,254.0,0.1,1,ALLERGENE,2023-03-27 09:14:55.657000,m.cannarozzo,,
3099,512,601.0,50.0,1,,2023-03-27 09:16:21.160000,m.cannarozzo,,
3100,512,794.0,40.0,1,,2023-03-27 09:16:31.050000,m.cannarozzo,,
3101,512,788.0,40.0,1,,2023-03-27 09:16:51.233000,m.cannarozzo,,
3102,512,506.0,0.1,1,,2023-03-27 09:17:38.843000,m.cannarozzo,,
3103,512,356.0,0.1,1,,2023-03-27 09:21:44.483000,m.cannarozzo,,
3104,500,754.0,70.0,1,,2023-03-27 10:11:04.400000,m.cannarozzo,,
3105,500,518.0,40.0,1,,2023-03-27 10:11:21.853000,m.cannarozzo,,
3106,500,794.0,30.0,1,ALLERGENE,2023-03-27 10:12:58.103000,m.cannarozzo,,
3108,500,836.0,0.1,1,,2023-03-27 10:12:11.237000,m.cannarozzo,,
3109,500,451.0,0.1,1,,2023-03-27 10:12:22.757000,m.cannarozzo,,
3110,500,506.0,0.1,1,ALLERGENE,2023-03-27 10:13:12.750000,m.cannarozzo,,
3111,500,626.0,0.1,1,,2023-03-27 10:13:25.670000,m.cannarozzo,,
3112,500,529.0,0.1,1,,2023-03-27 10:13:34.793000,m.cannarozzo,,
3114,184,451.0,0.1,1,,2023-03-27 10:39:51.240000,m.cannarozzo,,
3115,517,511.0,80.0,1,,2023-03-27 11:31:29.903000,m.cannarozzo,,
3117,517,451.0,5.0,1,,2023-03-27 11:33:20.580000,m.cannarozzo,,
3118,517,133.0,2.0,1,ALLERGENE,2023-03-27 11:36:36.277000,m.cannarozzo,,
3119,517,462.0,2.0,1,,2023-03-27 11:34:09.457000,m.cannarozzo,,
3120,517,3.0,2.0,1,ALLERGENE,2023-03-27 11:36:55.193000,m.cannarozzo,,
3121,517,574.0,0.1,1,,2023-03-27 11:35:28.877000,m.cannarozzo,,
3122,517,8.0,0.1,1,,2023-03-27 11:35:40.217000,m.cannarozzo,,
3123,517,626.0,0.1,1,,2023-03-27 11:35:51.597000,m.cannarozzo,,
3124,517,530.0,0.1,1,,2023-03-27 11:36:19.367000,m.cannarozzo,,
3125,465,545.0,100.0,1,ALLERGENE,2023-03-27 11:55:33.417000,m.cannarozzo,,
3126,465,188.0,10.0,1,,2023-03-27 11:54:47.017000,m.cannarozzo,,
3127,465,576.0,10.0,1,,2023-03-27 11:55:20.673000,m.cannarozzo,,
3128,465,451.0,0.1,1,,2023-03-27 11:55:49.963000,m.cannarozzo,,
3129,465,626.0,0.1,1,,2023-03-27 11:55:57.900000,m.cannarozzo,,
3130,418,789.0,0.1,1,ALLERGENE,2023-03-27 12:08:21.613000,m.cannarozzo,,
3131,484,761.0,120.0,1,,2023-03-27 13:45:44.850000,m.cannarozzo,,
3134,484,759.0,20.0,1,ALLERGENE,2023-03-27 13:49:04.217000,m.cannarozzo,,
3135,484,451.0,8.0,1,,2023-03-27 13:47:38.983000,m.cannarozzo,,
3136,484,626.0,0.1,1,,2023-03-27 13:47:51.500000,m.cannarozzo,,
3137,484,529.0,0.1,1,,2023-03-27 13:48:04.763000,m.cannarozzo,,
3138,484,518.0,0.1,1,,2023-03-27 13:48:34.787000,m.cannarozzo,,
3140,433,425.0,150.0,1,ALLERGENE,2023-03-27 14:06:06.043000,m.cannarozzo,,
3141,433,518.0,50.0,1,,2023-03-27 14:00:55.887000,m.cannarozzo,,
3142,433,461.0,10.0,1,,2023-03-27 14:01:17.207000,m.cannarozzo,,
3143,433,647.0,10.0,1,ALLERGENE,2023-03-27 14:06:22.093000,m.cannarozzo,,
3144,433,191.0,10.0,1,ALLERGENE,2023-03-27 14:06:33.450000,m.cannarozzo,,
3145,433,451.0,8.0,1,,2023-03-27 14:02:35.697000,m.cannarozzo,,
3146,433,687.0,0.1,1,,2023-03-27 14:03:11.373000,m.cannarozzo,,
3147,433,626.0,0.1,1,,2023-03-27 14:03:20.277000,m.cannarozzo,,
3148,433,529.0,0.1,1,,2023-03-27 14:03:32.163000,m.cannarozzo,,
3149,453,425.0,200.0,1,ALLERGENE,2023-03-27 14:14:44.330000,m.cannarozzo,,
3150,453,36.0,50.0,1,,2023-03-27 14:15:06.897000,m.cannarozzo,,
3151,453,518.0,20.0,1,,2023-03-27 14:15:18.860000,m.cannarozzo,,
3152,453,626.0,0.1,1,,2023-03-27 14:15:25.780000,m.cannarozzo,,
3153,453,529.0,0.1,1,,2023-03-27 14:15:32.893000,m.cannarozzo,,
3154,453,574.0,0.1,1,,2023-03-27 14:16:38.810000,m.cannarozzo,,
3155,473,133.0,0.1,1,,2023-03-31 09:06:10.587000,f.gallo,,
3156,473,8.0,0.1,1,,2023-03-31 09:06:21.330000,f.gallo,,
3157,291,461.0,0.1,1,,2023-04-06 07:38:32.773000,f.gallo,,
3158,291,574.0,0.1,1,,2023-04-06 07:39:27.567000,f.gallo,,
3159,326,757.0,0.1,1,Allergene,2023-04-06 07:43:54.830000,f.gallo,,
3160,326,462.0,0.1,1,,2023-04-06 07:44:10.233000,f.gallo,,
3161,324,757.0,0.1,1,Allergene,2023-04-06 07:45:55.907000,f.gallo,,
3163,324,462.0,0.1,1,,2023-04-06 07:46:37.840000,f.gallo,,
3164,496,665.0,15.0,1,,2024-01-29 10:04:35.000000,f.gallo,,
3166,535,479.0,5.0,1,,2023-04-24 10:25:29.643000,f.gallo,,
3167,535,294.0,5.0,1,alergene,2023-04-24 10:28:02.353000,f.gallo,,
3168,535,291.0,5.0,1,,2023-04-24 10:26:07.617000,f.gallo,,
3169,535,574.0,2.0,1,,2023-04-24 10:26:25.517000,f.gallo,,
3171,535,500.0,2.0,1,alergene,2023-04-24 10:28:37.310000,f.gallo,,
3172,535,511.0,70.0,1,alergene,2023-04-24 10:29:02.807000,f.gallo,,
3173,520,840.0,70.0,1,,2023-04-27 11:27:27.450000,f.gallo,,
3174,520,757.0,5.0,1,ALLERGENE,2023-04-27 11:27:51.990000,f.gallo,,
3175,520,105.0,5.0,1,ALLERGENE,2023-04-27 11:28:12.447000,f.gallo,,
3176,520,188.0,3.0,1,,2023-04-27 11:28:36.440000,f.gallo,2023-04-27 11:33:38.473000,f.gallo
3177,520,788.0,10.0,1,,2023-04-27 11:28:56.813000,f.gallo,,
3178,520,313.0,5.0,1,ALLERGENE,2023-04-27 11:29:16.397000,f.gallo,,
3179,520,836.0,0.1,1,,2023-04-27 11:29:30.120000,f.gallo,,
3180,520,377.0,5.0,1,,2023-04-27 11:29:58.713000,f.gallo,,
3181,520,97.0,3.0,1,ALLERGENE,2023-04-27 11:30:22.697000,f.gallo,,
3182,520,8.0,0.1,1,,2023-04-27 11:33:06.910000,f.gallo,,
3183,520,451.0,3.0,1,,2023-04-27 14:32:15.130000,m.cannarozzo,,
3184,47,836.0,0.1,1,,2023-04-27 14:33:43.043000,m.cannarozzo,,
3185,454,157.0,100.0,1,,2023-04-27 14:36:08.227000,m.cannarozzo,,
3186,454,518.0,80.0,1,,2023-04-27 14:36:24.960000,m.cannarozzo,,
3187,454,789.0,0.1,1,,2023-04-27 14:36:39.300000,m.cannarozzo,,
3188,454,626.0,0.1,1,,2023-04-27 14:36:47.597000,m.cannarozzo,,
3189,454,451.0,3.0,1,,2023-04-27 14:37:04.747000,m.cannarozzo,,
3190,454,572.0,30.0,1,,2023-04-27 14:37:23.630000,m.cannarozzo,,
3191,525,518.0,120.0,1,,2024-01-25 11:23:00.127000,f.gallo,,
3192,525,788.0,40.0,1,,2023-04-29 16:12:04.217000,m.cannarozzo,,
3193,525,57.0,0.1,1,,2023-04-29 16:12:19.053000,m.cannarozzo,2024-04-24 15:56:19.517000,s.diberti
3194,525,626.0,0.1,1,,2023-04-29 16:12:29.243000,m.cannarozzo,,
3195,525,572.0,10.0,1,,2023-04-29 16:12:40.993000,m.cannarozzo,,
3196,525,451.0,0.1,1,,2023-04-29 16:13:10.740000,m.cannarozzo,,
3197,525,789.0,0.1,1,ALLERGENE,2023-04-29 16:13:43.237000,m.cannarozzo,,
3198,104,757.0,0.1,1,ALLERGENE,2023-04-29 16:15:42.230000,m.cannarozzo,,
3199,104,626.0,0.1,1,,2023-04-29 16:15:50.453000,m.cannarozzo,,
3200,521,652.0,150.0,1,ALLERGENE,2023-04-29 16:20:38.517000,m.cannarozzo,,
3201,521,545.0,50.0,1,,2023-04-29 16:18:34.247000,m.cannarozzo,,
3202,521,803.0,0.1,1,,2023-04-29 16:18:44.263000,m.cannarozzo,,
3203,521,188.0,10.0,1,,2023-04-29 16:19:06.017000,m.cannarozzo,,
3204,521,757.0,10.0,1,ALLERGENE,2023-04-29 16:20:48.513000,m.cannarozzo,,
3205,521,566.0,0.1,1,,2023-04-29 16:20:02.037000,m.cannarozzo,,
3206,521,626.0,0.1,1,,2023-04-29 16:20:10.763000,m.cannarozzo,,
3207,521,529.0,0.1,1,,2023-04-29 16:20:17.780000,m.cannarozzo,,
3208,521,574.0,0.1,1,,2023-04-29 16:20:28.393000,m.cannarozzo,,
3209,536,761.0,100.0,1,,2023-05-02 14:25:43.193000,m.cannarozzo,,
3210,536,240.0,60.0,1,,2023-05-02 14:26:18.797000,m.cannarozzo,,
3213,536,530.0,0.1,1,,2023-05-02 14:28:55.837000,m.cannarozzo,,
3214,536,789.0,0.1,1,ALLERGENE,2023-05-02 14:31:01.230000,m.cannarozzo,,
3215,536,532.0,30.0,1,,2023-05-02 14:30:03.430000,m.cannarozzo,,
3216,315,518.0,30.0,1,,2024-04-24 16:01:06.713000,s.diberti,,
3217,315,146.0,5.0,1,,2023-05-05 11:52:50.487000,f.gallo,2024-04-24 16:01:38.827000,s.diberti
3218,315,574.0,3.0,1,,2024-04-24 16:01:29.203000,s.diberti,,
3219,315,647.0,5.0,1,ALLERGENE,2023-08-07 12:12:56.340000,m.cannarozzo,2024-04-24 16:01:18.903000,s.diberti
3220,516,652.0,80.0,1,allergene,2023-05-05 11:54:50.567000,f.gallo,,
3221,516,373.0,20.0,1,,2023-05-05 11:57:50.843000,f.gallo,,
3222,516,529.0,0.1,1,,2023-05-05 11:58:08.980000,f.gallo,,
3223,516,647.0,3.0,1,allergene,2023-05-05 12:03:57.740000,f.gallo,,
3224,516,146.0,5.0,1,,2023-05-05 12:04:12.137000,f.gallo,,
3225,516,188.0,5.0,1,,2023-05-05 12:04:34.230000,f.gallo,,
3226,516,567.0,0.1,1,,2023-05-05 12:05:05.580000,f.gallo,,
3227,516,757.0,0.1,1,allergene,2023-05-05 12:05:25.907000,f.gallo,,
3228,497,601.0,50.0,1,ALLERGENE,2023-05-08 11:45:21.593000,m.cannarozzo,,
3229,497,794.0,40.0,1,ALLERGENE,2023-05-08 11:45:33.967000,m.cannarozzo,,
3230,497,506.0,0.1,1,ALLERGENE,2023-05-08 11:45:52.483000,m.cannarozzo,,
3231,497,146.0,30.0,1,,2023-05-08 11:46:11.623000,m.cannarozzo,,
3232,497,626.0,0.1,1,,2023-05-08 11:46:21.783000,m.cannarozzo,,
3233,497,529.0,0.1,1,,2023-05-08 11:46:29.117000,m.cannarozzo,,
3234,497,157.0,20.0,1,,2023-05-08 11:46:42.977000,m.cannarozzo,,
3235,497,3.0,0.1,1,ALLERGENE,2023-05-08 11:48:03.153000,m.cannarozzo,,
3236,497,451.0,0.1,1,,2023-05-08 11:48:32.563000,m.cannarozzo,,
3237,497,502.0,10.0,1,ALLERGENE,2023-05-08 11:49:05.360000,m.cannarozzo,,
3238,513,601.0,50.0,1,ALLERGENE,2023-05-08 11:51:20.203000,m.cannarozzo,,
3239,513,794.0,40.0,1,ALLERGENE,2023-05-08 11:51:28.540000,m.cannarozzo,,
3240,513,506.0,0.1,1,ALLERGENE,2023-05-08 11:51:37.503000,m.cannarozzo,,
3241,513,146.0,50.0,1,,2023-05-08 11:52:05.617000,m.cannarozzo,,
3242,513,626.0,0.1,1,,2023-05-08 11:52:16.043000,m.cannarozzo,,
3243,513,529.0,0.1,1,,2023-05-08 11:52:22.620000,m.cannarozzo,,
3244,513,451.0,0.1,1,,2023-05-08 11:52:40.433000,m.cannarozzo,,
3245,513,502.0,0.1,1,,2023-05-08 12:01:01.400000,m.cannarozzo,,
3246,513,355.0,0.1,1,,2023-05-08 12:01:15.083000,m.cannarozzo,,
3247,513,295.0,0.1,1,,2023-05-08 12:01:39.063000,m.cannarozzo,,
3248,537,244.0,100.0,1,,2023-05-08 12:14:29.163000,m.cannarozzo,,
3249,537,191.0,30.0,1,,2023-05-08 12:14:57.577000,m.cannarozzo,,
3250,537,832.0,50.0,1,,2023-05-08 12:15:23.107000,m.cannarozzo,,
3251,351,4.0,0.1,1,allergene,2023-05-09 10:35:20.803000,f.gallo,,
3252,496,188.0,10.0,1,,2023-05-10 08:16:23.337000,m.cannarozzo,2024-01-29 10:05:00.100000,f.gallo
3253,538,239.0,40.0,1,,2023-05-16 08:34:58.957000,f.gallo,,
3254,538,163.0,40.0,1,,2023-05-16 08:35:24.083000,f.gallo,,
3255,538,373.0,40.0,1,,2023-05-16 08:35:36.067000,f.gallo,,
3256,538,390.0,20.0,1,,2023-05-16 08:35:57.720000,f.gallo,,
3258,538,451.0,2.0,1,,2023-05-16 08:36:31.090000,f.gallo,,
3259,538,529.0,0.1,1,,2023-05-16 08:36:40.857000,f.gallo,,
3260,538,626.0,0.1,1,,2023-05-16 08:37:22.510000,f.gallo,,
3261,538,146.0,5.0,1,,2023-05-16 08:38:01.020000,f.gallo,,
3262,538,574.0,0.1,1,,2023-05-16 08:43:08.457000,f.gallo,,
3263,541,652.0,100.0,1,ALLERGENE,2023-05-18 09:39:00.860000,f.gallo,,
3264,541,241.0,10.0,1,,2023-05-18 09:39:32.027000,f.gallo,,
3265,541,373.0,10.0,1,,2023-05-18 09:39:43.727000,f.gallo,,
3266,541,163.0,10.0,1,,2023-05-18 09:39:52.837000,f.gallo,,
3268,541,757.0,0.1,1,ALLERGENE,2023-05-18 09:40:42.503000,f.gallo,,
3269,542,339.0,120.0,1,,2023-05-18 11:23:07.563000,f.gallo,,
3270,542,532.0,5.0,1,,2023-05-18 11:23:22.160000,f.gallo,,
3271,542,788.0,5.0,1,,2023-05-18 11:23:34.883000,f.gallo,,
3272,542,462.0,5.0,1,,2023-05-18 11:23:47.027000,f.gallo,,
3273,542,191.0,3.0,1,,2023-05-18 11:23:59.697000,f.gallo,,
3274,542,146.0,5.0,1,,2023-05-18 11:24:10.383000,f.gallo,,
3275,542,647.0,2.0,1,ALLERGENE,2023-05-18 11:24:32.347000,f.gallo,,
3276,542,451.0,0.1,1,,2023-05-18 11:24:43.203000,f.gallo,,
3277,542,529.0,0.1,1,,2023-05-18 11:24:51.507000,f.gallo,,
3278,542,626.0,0.1,1,,2023-05-18 11:24:58.420000,f.gallo,,
3279,542,687.0,5.0,1,,2023-05-18 11:25:16.993000,f.gallo,,
3280,542,574.0,0.1,1,,2023-05-18 11:25:23.743000,f.gallo,,
3281,542,57.0,0.1,1,,2023-05-18 11:25:34.503000,f.gallo,,
3282,543,761.0,100.0,1,,2023-05-18 11:40:27.587000,f.gallo,,
3283,543,757.0,0.1,1,ALLERGENE,2023-05-18 11:40:43.300000,f.gallo,,
3284,543,188.0,0.1,1,,2023-05-18 11:40:57.837000,f.gallo,,
3285,543,647.0,0.1,1,ALLERGENE,2023-05-18 11:41:13.623000,f.gallo,,
3286,543,518.0,0.1,1,,2023-05-18 11:41:25.163000,f.gallo,,
3287,543,542.0,0.1,1,,2023-05-18 11:41:32.667000,f.gallo,,
3288,543,451.0,0.1,1,,2023-05-18 11:41:43.303000,f.gallo,,
3289,543,529.0,0.1,1,,2023-05-18 11:41:54.123000,f.gallo,,
3290,543,634.0,0.1,1,,2023-05-18 11:42:02.380000,f.gallo,,
3291,543,612.0,0.1,1,,2023-05-18 11:42:10.610000,f.gallo,,
3292,543,626.0,0.1,1,,2023-05-18 11:42:17.997000,f.gallo,,
3293,543,788.0,0.1,1,,2023-05-18 11:42:47.757000,f.gallo,,
3294,528,511.0,80.0,1,ALLERGENE,2023-05-24 10:25:58.997000,f.gallo,,
3295,528,788.0,30.0,1,,2023-05-24 10:25:41.057000,f.gallo,,
3296,528,545.0,20.0,1,,2023-05-24 10:26:18.487000,f.gallo,,
3297,528,188.0,5.0,1,,2023-05-24 10:26:39.943000,f.gallo,,
3298,528,626.0,0.1,1,,2023-05-24 10:27:37.297000,f.gallo,,
3299,528,529.0,0.1,1,,2023-05-24 10:27:44.187000,f.gallo,,
3300,528,567.0,0.1,1,,2023-05-24 10:28:55.670000,f.gallo,,
3301,133,529.0,0.1,1,,2023-05-24 10:41:46.733000,f.gallo,,
3302,133,500.0,0.1,1,ALLERGENE,2023-05-24 10:42:24.243000,f.gallo,,
3303,133,574.0,0.1,1,,2023-05-24 10:42:40.740000,f.gallo,,
3304,518,794.0,50.0,1,ALLERGENE,2023-05-24 12:06:36.270000,f.gallo,,
3305,518,355.0,10.0,1,ALLERGENE,2023-05-24 12:07:03.200000,f.gallo,,
3306,518,601.0,50.0,1,ALLERGENE,2023-05-24 12:07:24.527000,f.gallo,,
3307,518,529.0,0.1,1,,2023-05-24 12:07:35.043000,f.gallo,,
3308,518,626.0,0.1,1,,2023-05-24 12:07:43.097000,f.gallo,,
3309,518,146.0,0.1,1,,2023-05-24 12:08:02.243000,f.gallo,,
3310,518,256.0,5.0,1,ALLERGENE,2023-05-24 12:08:38.167000,f.gallo,,
3311,518,105.0,0.1,1,ALLERGENE,2023-05-24 12:08:55.207000,f.gallo,,
3312,518,441.0,0.1,1,,2023-05-24 12:09:09.233000,f.gallo,,
3313,518,506.0,0.1,1,ALLERGENE,2023-05-24 12:11:00.650000,f.gallo,,
3314,518,43.0,0.1,1,ALLERGENE,2023-05-24 12:09:42.437000,f.gallo,,
3315,518,291.0,0.1,1,ALLERGENE,2023-05-24 12:11:10.330000,f.gallo,,
